Date,ProductID,Category,WarehouseID,Region,SupplierID,Country,Risk_Score,Units_Received,Units_Sold,Inventory_On_Hand,Lead_Time_Days,Delivery_Status,Unit_Cost,Revenue_per_Unit,Inventory_Value,Revenue
2024-01-02,P002,Apparel,W04,West,S02,China,4,57,43,100,13,On-Time,1336.4167783188723,1898.672713589657,133641.67783188724,81642.92668435525
2024-01-02,P002,Apparel,W05,Central,S02,China,4,64,57,136,8,On-Time,1314.9850865718465,1917.7150411858538,178837.97177377113,109309.75734759367
2024-01-02,P003,Food,W01,North,S03,Germany,1,52,39,22,11,On-Time,1120.9162690283197,1479.2723062618559,24660.157918623034,57691.619944212376
2024-01-02,P003,Food,W02,South,S03,Germany,1,57,55,82,9,On-Time,1626.0051278670505,2235.7603502160327,133332.42048509815,122966.8192618818
2024-01-02,P003,Food,W03,East,S03,Germany,1,40,37,67,8,Delayed,637.9551136897139,818.7420011798796,42742.99261721083,30293.454043655544
2024-01-02,P003,Food,W04,West,S03,Germany,1,42,43,45,5,On-Time,1077.8912785104794,1296.0740073786358,48505.107532971575,55731.18231728134
2024-01-02,P003,Food,W05,Central,S03,Germany,1,52,32,103,13,On-Time,910.5302580762659,1192.871270294701,93784.61658185539,38171.88064943043
2024-01-02,P004,Electronics,W01,North,S01,USA,7,46,39,41,10,On-Time,1645.0925637179469,2351.3486944973597,67448.79511243582,91702.59908539703
2024-01-02,P004,Electronics,W02,South,S01,USA,7,47,44,137,2,On-Time,1166.0059902244482,1615.0049202592886,159742.8206607494,71060.2164914087
2024-01-02,P004,Electronics,W03,East,S01,USA,7,55,56,98,5,On-Time,523.6879524851902,611.3231300891662,51321.41934354864,34234.09528499331
2024-01-02,P004,Electronics,W04,West,S01,USA,7,49,45,81,8,On-Time,1189.0387649998743,1345.0724916462427,96312.13996498982,60528.262124080924
2024-01-02,P004,Electronics,W05,Central,S01,USA,7,48,53,130,5,On-Time,1381.190459223212,1788.0977707538984,179554.75969901757,94769.18184995661
2024-01-02,P005,Home Goods,W01,North,S04,Japan,7,50,27,76,5,On-Time,318.87206825343026,445.47791970788074,24234.2771872607,12027.903832112781
2024-01-02,P005,Home Goods,W02,South,S04,Japan,7,56,54,50,14,On-Time,236.18841006902778,294.3707847820729,11809.420503451389,15896.022378231937
2024-01-02,P005,Home Goods,W03,East,S04,Japan,7,46,34,17,7,On-Time,1944.7980570110951,2229.9436232588064,33061.566969188614,75818.08319079941
2024-01-02,P005,Home Goods,W04,West,S04,Japan,7,32,39,86,12,On-Time,430.6307833322638,593.9607290278839,37034.24736657469,23164.46843208747
2024-01-02,P005,Home Goods,W05,Central,S04,Japan,7,46,54,33,7,On-Time,876.5222611641731,1075.0513844521222,28925.23461841771,58052.7747604146
2024-01-02,P006,Apparel,W01,North,S02,China,4,38,51,100,3,On-Time,1861.8695579519735,2693.562038267975,186186.95579519734,137371.66395166673
2024-01-02,P006,Apparel,W02,South,S02,China,4,52,38,3,6,On-Time,968.1197859711966,1425.1951347269205,2904.35935791359,54157.41511962298
2024-01-02,P006,Apparel,W03,East,S02,China,4,76,35,130,8,Delayed,1883.6254802296664,2478.022033780425,244871.31242985663,86730.77118231487
2024-01-02,P006,Apparel,W04,West,S02,China,4,51,50,8,10,On-Time,361.9141873796848,463.0608587497636,2895.3134990374783,23153.04293748818
2024-01-02,P006,Apparel,W05,Central,S02,China,4,47,43,38,9,On-Time,483.85907690514733,600.776308149332,18386.644922395597,25833.381250421273
2024-01-02,P007,Food,W01,North,S03,Germany,1,67,50,84,4,On-Time,1402.8976894247487,1582.481298133321,117843.40591167888,79124.06490666604
2024-01-02,P007,Food,W02,South,S03,Germany,1,52,44,49,7,On-Time,382.95182094927304,517.9976982788585,18764.63922651438,22791.898724269773
2024-01-02,P007,Food,W03,East,S03,Germany,1,56,44,43,7,On-Time,1280.8236578566255,1639.7602899718242,55075.4172878349,72149.45275876026
2024-01-02,P007,Food,W04,West,S03,Germany,1,57,43,103,4,On-Time,766.4479084701679,1118.0061097013095,78944.1345724273,48074.26271715631
2024-01-02,P007,Food,W05,Central,S03,Germany,1,42,37,48,8,On-Time,1119.4656313592332,1649.093817099983,53734.35030524319,61016.47123269937
2024-01-03,P001,Electronics,W01,North,S01,USA,7,40,43,17,5,On-Time,205.01935815411187,239.43040228943903,3485.329088619902,10295.507298445878
2024-01-03,P001,Electronics,W02,South,S01,USA,7,39,45,132,14,Delayed,1813.6862803753563,2332.1910783235726,239406.58900954702,104948.59852456077
2024-01-03,P001,Electronics,W03,East,S01,USA,7,69,32,128,14,On-Time,1768.1961233108725,1979.09863237615,226329.10378379168,63331.1562360368
2024-01-03,P001,Electronics,W04,West,S01,USA,7,53,35,105,2,On-Time,1556.5969296606208,2285.4906755020866,163442.67761436518,79992.17364257303
2024-01-03,P001,Electronics,W05,Central,S01,USA,7,44,36,147,7,On-Time,796.2914298107592,1037.6746777398284,117054.8401821816,37356.28839863383
2024-01-03,P002,Apparel,W01,North,S02,China,4,45,42,74,8,On-Time,1594.7994021119287,2161.191301291164,118015.15575628272,90770.03465422889
2024-01-03,P002,Apparel,W02,South,S02,China,4,47,40,32,7,On-Time,439.06352622012184,502.31094804251916,14050.032839043899,20092.437921700766
2024-01-03,P002,Apparel,W03,East,S02,China,4,56,34,95,12,On-Time,1313.9563550438318,1632.0875202056445,124825.85372916402,55490.975686991915
2024-01-03,P002,Apparel,W04,West,S02,China,4,55,46,106,11,On-Time,1600.1536267255435,2164.8691892343613,169616.28443290762,99583.98270478062
2024-01-03,P002,Apparel,W05,Central,S02,China,4,49,47,129,13,On-Time,1716.4365023295006,2330.042995204552,221420.3088005056,109512.02077461395
2024-01-03,P003,Food,W01,North,S03,Germany,1,51,51,31,14,Delayed,1025.5224790047464,1293.1514355871736,31791.196849147138,65950.72321494586
2024-01-03,P003,Food,W02,South,S03,Germany,1,48,39,59,7,Delayed,791.7859409794592,1017.9614563067245,46715.37051778809,39700.49679596225
2024-01-03,P003,Food,W03,East,S03,Germany,1,56,60,49,14,Delayed,1468.5511167550028,1690.090948323502,71959.00472099513,101405.45689941013
2024-01-03,P003,Food,W04,West,S03,Germany,1,61,63,145,11,Delayed,524.4671146697884,680.0743040061474,76047.73162711933,42844.68115238728
2024-01-03,P003,Food,W05,Central,S03,Germany,1,44,46,46,10,On-Time,1647.7869591588833,2367.2809352920317,75798.20012130863,108894.92302343345
2024-01-03,P004,Electronics,W01,North,S01,USA,7,53,47,124,3,On-Time,1350.4372865011949,1841.3949411249062,167454.22352614815,86545.5622328706
2024-01-03,P004,Electronics,W02,South,S01,USA,7,47,43,138,14,On-Time,780.0411758534818,919.3475831992747,107645.68226778049,39531.94607756881
2024-01-03,P004,Electronics,W03,East,S01,USA,7,44,58,129,12,On-Time,1753.279713552216,2205.1914625663735,226173.08304823586,127901.10482884967
2024-01-03,P004,Electronics,W04,West,S01,USA,7,53,44,36,10,On-Time,800.0839667455455,984.6540528228993,28803.022802839638,43324.77832420757
2024-01-03,P004,Electronics,W05,Central,S01,USA,7,60,43,85,2,On-Time,1282.7754565061412,1725.1618503310212,109035.91380302199,74181.95956423391
2024-01-03,P005,Home Goods,W01,North,S04,Japan,7,55,48,90,2,On-Time,1871.3760766952946,2339.5876911095916,168423.8469025765,112300.2091732604
2024-01-03,P005,Home Goods,W02,South,S04,Japan,7,43,53,35,10,On-Time,1824.1054915198335,2385.6004865222544,63843.69220319417,126436.82578567948
2024-01-03,P005,Home Goods,W03,East,S04,Japan,7,61,44,114,9,On-Time,1633.8628316007826,2381.339639212281,186260.36280248922,104778.94412534036
2024-01-03,P005,Home Goods,W04,West,S04,Japan,7,52,52,10,2,Delayed,872.5753292842558,1034.4232387836873,8725.753292842557,53790.00841675174
2024-01-03,P005,Home Goods,W05,Central,S04,Japan,7,45,48,32,14,Delayed,481.90350569739843,536.2954733908176,15420.91218231675,25742.182722759244
2024-01-03,P006,Apparel,W01,North,S02,China,4,54,35,3,5,Delayed,893.7986412010575,1074.0548935661848,2681.3959236031724,37591.921274816465
2024-01-03,P006,Apparel,W02,South,S02,China,4,40,38,109,7,On-Time,1702.3676053216789,1947.041649855922,185558.068980063,73987.58269452504
2024-01-03,P006,Apparel,W03,East,S02,China,4,49,40,32,8,On-Time,1032.4137784733725,1492.1338587071048,33037.24091114792,59685.35434828419
2024-01-03,P006,Apparel,W04,West,S02,China,4,52,34,88,12,On-Time,1734.3922022393385,2018.757658816533,152626.51379706178,68637.76039976212
2024-01-03,P006,Apparel,W05,Central,S02,China,4,55,51,101,14,On-Time,1685.2602526875423,2330.7691407244306,170211.28552144178,118869.22617694596
2024-01-03,P007,Food,W01,North,S03,Germany,1,58,37,80,6,On-Time,1529.530495053427,1852.932350170191,122362.43960427417,68558.49695629707
2024-01-03,P007,Food,W02,South,S03,Germany,1,46,42,68,5,On-Time,1809.004339467342,2051.0385955853335,123012.29508377926,86143.621014584
2024-01-03,P007,Food,W03,East,S03,Germany,1,47,49,100,9,On-Time,1213.0327064965009,1639.2498692130396,121303.27064965009,80323.24359143894
2024-01-03,P007,Food,W04,West,S03,Germany,1,45,45,56,3,On-Time,1628.7169453205843,2344.2154307590686,91208.14893795272,105489.69438415808
2024-01-03,P007,Food,W05,Central,S03,Germany,1,62,53,7,2,On-Time,372.0429465677412,540.7340274519906,2604.3006259741883,28658.903454955504
2024-01-04,P001,Electronics,W01,North,S01,USA,7,52,36,141,6,On-Time,713.6843487644804,842.9503963761443,100629.49317579174,30346.214269541197
2024-01-04,P001,Electronics,W02,South,S01,USA,7,48,50,124,11,On-Time,639.701266063107,738.3977105846567,79322.95699182527,36919.88552923284
2024-01-04,P001,Electronics,W03,East,S01,USA,7,57,44,114,2,Delayed,546.2574106251535,750.8714493671267,62273.3448112675,33038.343772153574
2024-01-04,P001,Electronics,W04,West,S01,USA,7,50,43,68,4,Delayed,1861.7706052773738,2120.9109309800365,126600.40115886141,91199.17003214157
2024-01-04,P001,Electronics,W05,Central,S01,USA,7,65,41,89,3,On-Time,1358.5503719676512,1529.0432212771716,120910.98310512096,62690.77207236404
2024-01-04,P002,Apparel,W01,North,S02,China,4,42,37,22,2,On-Time,1381.6177261513183,1982.8057379662375,30395.589975329003,73363.81230475078
2024-01-04,P002,Apparel,W02,South,S02,China,4,62,45,67,10,On-Time,1855.495511335873,2382.2773562451475,124318.1992595035,107202.48103103164
2024-01-04,P002,Apparel,W03,East,S02,China,4,49,38,31,2,On-Time,429.492729919575,620.7586511238513,13314.274627506826,23588.82874270635
2024-01-04,P002,Apparel,W04,West,S02,China,4,43,48,69,7,Delayed,545.8754775619499,620.1018955789999,37665.40795177454,29764.890987791994
2024-01-04,P002,Apparel,W05,Central,S02,China,4,52,41,45,5,On-Time,264.2716620214251,342.56011589877386,11892.224790964128,14044.964751849728
2024-01-04,P003,Food,W01,North,S03,Germany,1,51,45,91,7,On-Time,955.6895778477339,1201.927727523882,86967.75158414379,54086.74773857469
2024-01-04,P003,Food,W02,South,S03,Germany,1,59,44,125,5,On-Time,302.96579636127103,428.26028996966863,37870.72454515888,18843.45275866542
2024-01-04,P003,Food,W03,East,S03,Germany,1,45,60,121,8,On-Time,325.8687058587469,408.66762096786925,39430.11340890838,24520.057258072156
2024-01-04,P003,Food,W04,West,S03,Germany,1,53,56,109,14,On-Time,1266.3871378096414,1602.929129759645,138036.19802125092,89764.03126654013
2024-01-04,P003,Food,W05,Central,S03,Germany,1,44,50,95,14,On-Time,1515.4784226390295,1838.958228200155,143970.4501507078,91947.91141000774
2024-01-04,P004,Electronics,W01,North,S01,USA,7,36,50,39,3,On-Time,681.416019819253,962.0806468402621,26575.224772950867,48104.03234201311
2024-01-04,P004,Electronics,W02,South,S01,USA,7,52,48,36,13,On-Time,474.2837477665328,690.7648923048487,17074.214919595182,33156.714830632736
2024-01-04,P004,Electronics,W03,East,S01,USA,7,38,53,17,3,On-Time,679.1995846559257,874.1979053686389,11546.392939150737,46332.488984537864
2024-01-04,P004,Electronics,W04,West,S01,USA,7,50,47,92,11,On-Time,1623.5233131064115,1953.417220645617,149364.14480578987,91810.609370344
2024-01-04,P004,Electronics,W05,Central,S01,USA,7,44,46,137,13,On-Time,916.2202663242172,1270.2993702957372,125522.17648641775,58433.77103360391
2024-01-04,P005,Home Goods,W01,North,S04,Japan,7,43,42,30,4,On-Time,1394.8670107445694,2043.5389418467755,41846.01032233708,85828.63555756457
2024-01-04,P005,Home Goods,W02,South,S04,Japan,7,43,42,144,13,On-Time,1686.8228751977226,2052.8629278014982,242902.49402847205,86220.24296766293
2024-01-04,P005,Home Goods,W03,East,S04,Japan,7,43,51,46,10,On-Time,932.9631150078364,1077.6089503990254,42916.303290360476,54958.0564703503
2024-01-04,P005,Home Goods,W04,West,S04,Japan,7,49,53,90,4,On-Time,1615.7735560983192,1786.8502951504745,145419.62004884874,94703.06564297515
2024-01-04,P005,Home Goods,W05,Central,S04,Japan,7,46,42,99,4,On-Time,1553.8164205539222,2013.413443886154,153827.8256348383,84563.36464321848
2024-01-04,P006,Apparel,W01,North,S02,China,4,44,33,55,8,On-Time,338.2353092161764,469.7693789384263,18602.9420068897,15502.389504968069
2024-01-04,P006,Apparel,W02,South,S02,China,4,48,49,102,14,On-Time,1751.288508147067,2026.5981447122517,178631.42783100082,99303.30909090034
2024-01-04,P006,Apparel,W03,East,S02,China,4,59,52,83,8,On-Time,553.2954852295451,777.3747343050971,45923.52527405224,40423.486183865054
2024-01-04,P006,Apparel,W04,West,S02,China,4,63,37,49,9,On-Time,1728.976152535825,2210.0155267478713,84719.83147425542,81770.57448967124
2024-01-04,P006,Apparel,W05,Central,S02,China,4,49,46,4,9,On-Time,225.5663103027919,299.0057730920044,902.2652412111676,13754.265562232202
2024-01-04,P007,Food,W01,North,S03,Germany,1,39,52,116,13,On-Time,765.0073207407046,1042.026178792041,88740.84920592174,54185.36129718614
2024-01-04,P007,Food,W02,South,S03,Germany,1,58,42,81,12,On-Time,1239.3828276784218,1816.8422655918976,100390.00904195216,76307.37515485969
2024-01-04,P007,Food,W03,East,S03,Germany,1,51,46,144,12,On-Time,1828.0971201696732,2713.590015288289,263245.9853044329,124825.1407032613
2024-01-04,P007,Food,W04,West,S03,Germany,1,55,48,135,7,On-Time,1598.6827011364644,2270.406701008839,215822.1646534227,108979.52164842427
2024-01-04,P007,Food,W05,Central,S03,Germany,1,46,55,66,10,On-Time,1136.2334966107126,1290.2619118092164,74991.41077630704,70964.4051495069
2024-01-05,P001,Electronics,W01,North,S01,USA,7,51,40,100,4,On-Time,1025.1038948911546,1221.1050686407932,102510.38948911546,48844.20274563173
2024-01-05,P001,Electronics,W02,South,S01,USA,7,44,48,147,14,On-Time,472.35890500147445,573.2040390758398,69436.75903521675,27513.79387564031
2024-01-05,P001,Electronics,W03,East,S01,USA,7,55,53,98,6,On-Time,285.59581572976754,334.88641007768814,27988.38994151722,17748.97973411747
2024-01-05,P001,Electronics,W04,West,S01,USA,7,49,42,124,7,On-Time,284.3686896058066,342.2818874568338,35261.71751112002,14375.839273187019
2024-01-05,P001,Electronics,W05,Central,S01,USA,7,48,49,122,7,On-Time,1446.1668185078383,1802.3765213832144,176432.35185795627,88316.4495477775
2024-01-05,P002,Apparel,W01,North,S02,China,4,49,39,107,4,Delayed,1875.2670681033467,2233.9917126513024,200653.5762870581,87125.6767934008
2024-01-05,P002,Apparel,W02,South,S02,China,4,42,46,9,6,On-Time,793.0099400942133,873.9286592115375,7137.08946084792,40200.718323730725
2024-01-05,P002,Apparel,W03,East,S02,China,4,50,45,59,12,On-Time,879.1311083862456,1055.054514668446,51868.73539478849,47477.45316008007
2024-01-05,P002,Apparel,W04,West,S02,China,4,49,53,28,11,On-Time,1407.4709791050593,1958.6775057997588,39409.18741494166,103809.90780738722
2024-01-05,P002,Apparel,W05,Central,S02,China,4,59,56,28,8,Delayed,1709.3871488931225,2270.52021967757,47862.84016900743,127149.13230194392
2024-01-05,P003,Food,W01,North,S03,Germany,1,51,51,142,10,On-Time,1351.3189445718317,1732.021845489134,191887.2901292001,88333.11411994584
2024-01-05,P003,Food,W02,South,S03,Germany,1,52,44,86,4,On-Time,1967.9468818057235,2338.8152049947835,169243.43183529223,102907.86901977047
2024-01-05,P003,Food,W03,East,S03,Germany,1,57,36,100,12,On-Time,554.8020957224924,678.0325300702431,55480.20957224924,24409.171082528752
2024-01-05,P003,Food,W04,West,S03,Germany,1,53,48,60,8,On-Time,239.01197476142434,340.04659804630944,14340.71848568546,16322.236706222853
2024-01-05,P003,Food,W05,Central,S03,Germany,1,49,51,65,2,On-Time,1029.2579000314224,1206.8136409337676,66901.76350204246,61547.49568762215
2024-01-05,P004,Electronics,W01,North,S01,USA,7,55,42,41,7,On-Time,1501.1691080531093,1947.4991091471882,61547.93343017748,81794.9625841819
2024-01-05,P004,Electronics,W02,South,S01,USA,7,46,54,92,6,On-Time,1925.5433316926765,2649.605887328868,177149.98651572622,143078.71791575887
2024-01-05,P004,Electronics,W03,East,S01,USA,7,40,37,140,12,On-Time,1562.7374761529984,1809.466247584954,218783.24666141978,66950.2511606433
2024-01-05,P004,Electronics,W04,West,S01,USA,7,45,49,142,8,On-Time,648.4679265000393,946.1124430829727,92082.44556300559,46359.509711065664
2024-01-05,P004,Electronics,W05,Central,S01,USA,7,55,44,136,10,On-Time,589.8438289749754,823.221471634738,80218.76074059666,36221.744751928476
2024-01-05,P005,Home Goods,W01,North,S04,Japan,7,42,41,45,14,On-Time,1517.062566143258,2094.314130198747,68267.81547644662,85866.87933814863
2024-01-05,P005,Home Goods,W02,South,S04,Japan,7,50,38,16,13,On-Time,1762.657394487209,2160.952722574436,28202.518311795346,82116.20345782857
2024-01-05,P005,Home Goods,W03,East,S04,Japan,7,47,44,29,10,On-Time,1161.0472198250566,1516.9377518691042,33670.36937492664,66745.26108224058
2024-01-05,P005,Home Goods,W04,West,S04,Japan,7,64,35,112,13,On-Time,797.5351112268675,888.9891912661001,89323.93245740916,31114.621694313504
2024-01-05,P005,Home Goods,W05,Central,S04,Japan,7,43,47,56,3,Delayed,853.6995462180331,1061.7962213551252,47807.174588209855,49904.422403690885
2024-01-05,P006,Apparel,W01,North,S02,China,4,36,37,144,3,On-Time,1491.5431943335059,1804.7178754698457,214782.21998402485,66774.56139238429
2024-01-05,P006,Apparel,W02,South,S02,China,4,64,52,37,6,On-Time,1477.8046335887054,2213.922429389756,54678.7714427821,115123.96632826731
2024-01-05,P006,Apparel,W03,East,S02,China,4,46,53,51,12,On-Time,898.720148129173,1102.0866725964845,45834.72755458782,58410.59364761368
2024-01-05,P006,Apparel,W04,West,S02,China,4,50,45,110,3,On-Time,666.1427568390579,820.3490035952652,73275.70325229637,36915.70516178694
2024-01-05,P006,Apparel,W05,Central,S02,China,4,45,50,73,5,On-Time,405.41618847833377,541.6208766118259,29595.381758918364,27081.043830591294
2024-01-05,P007,Food,W01,North,S03,Germany,1,41,48,63,9,On-Time,825.584269865013,1012.8310059286567,52011.809001495814,48615.88828457552
2024-01-05,P007,Food,W02,South,S03,Germany,1,39,41,72,8,On-Time,504.23110276825076,623.7643236825381,36304.63939931405,25574.337270984062
2024-01-05,P007,Food,W03,East,S03,Germany,1,47,38,34,6,On-Time,1162.913410641764,1671.337498761583,39539.05596181997,63510.82495294015
2024-01-05,P007,Food,W04,West,S03,Germany,1,51,51,21,12,On-Time,1044.5802638530274,1553.4539904392477,21936.185540913575,79226.15351240164
2024-01-05,P007,Food,W05,Central,S03,Germany,1,58,48,51,4,On-Time,373.7364773019988,430.2839174858598,19060.56034240194,20653.62803932127
2024-01-06,P001,Electronics,W01,North,S01,USA,7,49,45,99,10,On-Time,496.34974010549865,640.76720545159,49138.624270444365,28834.52424532155
2024-01-06,P001,Electronics,W02,South,S01,USA,7,55,39,61,9,On-Time,1452.0484357946798,1988.0394310992363,88574.95458347547,77533.53781287021
2024-01-06,P001,Electronics,W03,East,S01,USA,7,51,42,116,13,Delayed,1877.5321945694873,2180.1538513505243,217793.73457006054,91566.46175672203
2024-01-06,P001,Electronics,W04,West,S01,USA,7,61,45,8,11,On-Time,586.0009793668946,744.9088060440175,4688.007834935157,33520.89627198079
2024-01-06,P001,Electronics,W05,Central,S01,USA,7,41,39,15,7,On-Time,573.017249352572,804.3619117772394,8595.25874028858,31370.114559312336
2024-01-06,P002,Apparel,W01,North,S02,China,4,38,55,25,9,On-Time,642.2451057301918,734.0473919843168,16056.127643254795,40372.60655913743
2024-01-06,P002,Apparel,W02,South,S02,China,4,64,44,143,12,On-Time,1303.469313057669,1833.8085768992937,186396.11176724668,80687.57738356892
2024-01-06,P002,Apparel,W03,East,S02,China,4,51,42,99,5,On-Time,556.5441732741655,788.3314416188327,55097.873154142384,33109.92054799097
2024-01-06,P002,Apparel,W04,West,S02,China,4,47,40,148,3,On-Time,1426.1730590035752,1703.1147215432766,211073.61273252912,68124.58886173106
2024-01-06,P002,Apparel,W05,Central,S02,China,4,44,47,85,5,On-Time,1297.679492832104,1602.486910776684,110302.75689072884,75316.88480650415
2024-01-06,P003,Food,W01,North,S03,Germany,1,38,38,90,2,On-Time,1752.5015714940157,2350.0736519354396,157725.1414344614,89302.7987735467
